crse_id,crse_attr,crse_attr_lov_descr,crse_attr_value,crse_attr_value_lov_descr
027798,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
027798,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
028207,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
028207,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
028207,REG,Registration Considerations,C,Crosslisted in another department
028207,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
028207,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
028239,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
028239,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
028239,REG,Registration Considerations,C,Crosslisted in another department
028239,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
028401,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
028401,REG,Registration Considerations,C,Crosslisted in another department
028401,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
028401,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
028761,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
028761,REG,Registration Considerations,C,Crosslisted in another department
028761,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
028761,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
028761,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
028764,TRIN,A&S Curriculum,QC,(QC) Quant & Comp Reasoning: A&S Curriculum
028764,USE,Curriculum-Areas of Knowledge,QS,(QS) Quantitative Studies
028764,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
028874,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
028874,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
028874,REG,Registration Considerations,C,Crosslisted in another department
028874,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029380,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
029380,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
029380,REG,Registration Considerations,C,Crosslisted in another department
029380,REG,Registration Considerations,G,Course has discussion
029455,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
029455,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
029455,REG,Registration Considerations,C,Crosslisted in another department
029455,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
029455,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029493,REG,Registration Considerations,C,Crosslisted in another department
029493,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
029493,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029557,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
029557,REG,Registration Considerations,C,Crosslisted in another department
029557,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
029557,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029579,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
029579,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
029579,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029685,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
029685,REG,Registration Considerations,C,Crosslisted in another department
029685,REG,Registration Considerations,G,Course has discussion
029685,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
029685,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
029918,REG,Registration Considerations,G,Course has discussion
029918,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
029918,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
030058,REG,Registration Considerations,C,Crosslisted in another department
030058,TRIN,A&S Curriculum,QC,(QC) Quant & Comp Reasoning: A&S Curriculum
030058,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
030058,USE,Curriculum-Areas of Knowledge,QS,(QS) Quantitative Studies
030172,REG,Registration Considerations,S,Summer Session Bulletin
030189,REG,Registration Considerations,G,Course has discussion
030189,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
030189,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
030247,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
030247,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
030247,REG,Registration Considerations,C,Crosslisted in another department
030247,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
030247,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
030247,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
030390,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
030390,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
030555,CN,Constellation Course,C000,Constellation Course
030555,CN,Constellation Course,C005,Cultural Heritages
030555,INTR,Interest Area,SL,Service Learning Course
030555,REG,Registration Considerations,C,Crosslisted in another department
030555,TRIN,A&S Curriculum,SB,(SB) Social & Behavioral Analysis: A&S Curriculum
030640,CN,Constellation Course,C000,Constellation Course
030640,CN,Constellation Course,C002,Climate Change
030640,REG,Registration Considerations,C,Crosslisted in another department
030640,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
030854,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
030854,REG,Registration Considerations,C,Crosslisted in another department
030854,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
030854,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
000028,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
000028,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
000028,REG,Registration Considerations,C,Crosslisted in another department
000028,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
000028,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
000028,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
000028,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
000029,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
000029,REG,Registration Considerations,C,Crosslisted in another department
000029,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
000029,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
000029,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
000040,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
000040,REG,Registration Considerations,C,Crosslisted in another department
000040,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
000040,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
000040,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
000058,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
000058,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
000058,REG,Registration Considerations,C,Crosslisted in another department
000058,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
000058,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
000058,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
000081,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
000081,REG,Registration Considerations,C,Crosslisted in another department
000081,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
000081,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
000081,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
001911,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
001911,REG,Registration Considerations,C,Crosslisted in another department
001911,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
001911,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
001911,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
004455,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
004455,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
004455,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
004455,REG,Registration Considerations,C,Crosslisted in another department
004455,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
004455,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
004455,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
004488,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
004488,CURR,Curriculum-Modes of Inquiry,FL,Foreign Languages curriculum course
004488,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
004488,REG,Registration Considerations,C,Crosslisted in another department
004488,TRIN,A&S Curriculum,LG,(LG) Language: A&S Curriculum
004488,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
004517,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
004517,REG,Registration Considerations,C,Crosslisted in another department
004517,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
004565,REG,Registration Considerations,C,Crosslisted in another department
004565,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
004565,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
006321,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
006321,REG,Registration Considerations,C,Crosslisted in another department
006321,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
006321,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
006414,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
006443,REG,Registration Considerations,C,Crosslisted in another department
006443,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
006443,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
007730,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
007730,REG,Registration Considerations,C,Crosslisted in another department
007730,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
007730,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
011802,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
011802,REG,Registration Considerations,C,Crosslisted in another department
011802,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
011802,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
013007,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
013007,REG,Registration Considerations,C,Crosslisted in another department
013007,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
013007,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
013132,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
013132,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
013132,REG,Registration Considerations,C,Crosslisted in another department
013132,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
013132,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
013856,REG,Registration Considerations,C,Crosslisted in another department
013856,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
013856,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
014776,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
014776,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
014776,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
014777,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
014777,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
014777,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
015279,REG,Registration Considerations,C,Crosslisted in another department
015319,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
015319,REG,Registration Considerations,C,Crosslisted in another department
015319,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
015319,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
015319,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
016066,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
016066,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
016066,REG,Registration Considerations,C,Crosslisted in another department
016066,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
016066,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
016410,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
016410,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
016410,REG,Registration Considerations,C,Crosslisted in another department
016410,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
016410,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
016410,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
016411,REG,Registration Considerations,C,Crosslisted in another department
016582,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
016582,REG,Registration Considerations,C,Crosslisted in another department
016582,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
016582,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
016847,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
016847,REG,Registration Considerations,C,Crosslisted in another department
016847,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
016847,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
016847,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
017131,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
017131,REG,Registration Considerations,C,Crosslisted in another department
017131,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
017131,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
017295,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
017295,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
017295,REG,Registration Considerations,C,Crosslisted in another department
017295,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
017295,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
017295,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
017295,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
018023,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
018023,REG,Registration Considerations,C,Crosslisted in another department
018023,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
018023,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
018035,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
018035,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
018035,REG,Registration Considerations,C,Crosslisted in another department
018035,TRIN,A&S Curriculum,CE,(CE) Creating & Engaging with Art: A&S Curriculum
018035,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
018035,TRIN,A&S Curriculum,WR,(WR) Writing: A&S Curriculum
018035,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
018229,REG,Registration Considerations,C,Crosslisted in another department
018229,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
018229,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
018231,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
018231,REG,Registration Considerations,C,Crosslisted in another department
018231,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
018231,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
018231,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
018281,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
018281,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
018281,REG,Registration Considerations,C,Crosslisted in another department
018281,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
018281,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
018433,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
018433,REG,Registration Considerations,C,Crosslisted in another department
018433,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
018433,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
018433,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
018481,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
018481,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
018481,REG,Registration Considerations,C,Crosslisted in another department
018481,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
018481,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
018644,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
018644,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
018644,REG,Registration Considerations,C,Crosslisted in another department
018644,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
018644,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
018644,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
018833,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
018833,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
018833,REG,Registration Considerations,C,Crosslisted in another department
018833,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
019142,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
019142,REG,Registration Considerations,C,Crosslisted in another department
019142,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
019142,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
019340,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
019340,REG,Registration Considerations,C,Crosslisted in another department
019340,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
019340,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
019340,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
019370,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
019370,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
019370,REG,Registration Considerations,C,Crosslisted in another department
019370,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
019370,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
019407,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
019407,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
019407,REG,Registration Considerations,C,Crosslisted in another department
019407,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
019407,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
019726,REG,Registration Considerations,C,Crosslisted in another department
019726,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
019726,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
019781,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
019781,REG,Registration Considerations,C,Crosslisted in another department
019781,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020179,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020179,REG,Registration Considerations,C,Crosslisted in another department
020179,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020179,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020243,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020243,REG,Registration Considerations,C,Crosslisted in another department
020243,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020243,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020243,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
020278,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020278,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
020278,REG,Registration Considerations,C,Crosslisted in another department
020278,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
020278,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020278,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
020509,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020509,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020541,REG,Registration Considerations,C,Crosslisted in another department
020567,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020567,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
020567,INTR,Interest Area,SL,Service Learning Course
020567,REG,Registration Considerations,C,Crosslisted in another department
020567,REG,Registration Considerations,S,Summer Session Bulletin
020567,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
020825,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
020825,CURR,Curriculum-Modes of Inquiry,W,MCNC Course
020825,REG,Registration Considerations,C,Crosslisted in another department
020825,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
020825,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021069,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021069,REG,Registration Considerations,C,Crosslisted in another department
021069,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021069,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021120,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021120,REG,Registration Considerations,C,Crosslisted in another department
021120,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021120,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
021330,REG,Registration Considerations,C,Crosslisted in another department
021332,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021332,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
021332,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021332,REG,Registration Considerations,C,Crosslisted in another department
021332,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021332,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021332,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
021366,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021366,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
021366,REG,Registration Considerations,C,Crosslisted in another department
021366,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021366,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021366,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
021369,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021369,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
021369,CURR,Curriculum-Modes of Inquiry,STS,"(STS) Science, Technology, and Society"
021369,REG,Registration Considerations,C,Crosslisted in another department
021369,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021369,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021369,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
021418,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021418,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
021418,REG,Registration Considerations,C,Crosslisted in another department
021418,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
021418,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
021514,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
021514,REG,Registration Considerations,C,Crosslisted in another department
021514,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021642,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021642,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
021642,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021642,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
021642,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
021894,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
021894,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
021894,CURR,Curriculum-Modes of Inquiry,R,Check for additional times
021894,REG,Registration Considerations,C,Crosslisted in another department
021894,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
021894,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
021894,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
022166,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022166,REG,Registration Considerations,C,Crosslisted in another department
022166,TRIN,A&S Curriculum,IJ,"(IJ) Institutions, Justice & Power: A&S Curriculum"
022166,USE,Curriculum-Areas of Knowledge,SS,(SS) Social Sciences
022541,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022541,REG,Registration Considerations,C,Crosslisted in another department
022541,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022541,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
022541,USE,Curriculum-Areas of Knowledge,CZ,(CZ) Civilizations
022581,CURR,Curriculum-Modes of Inquiry,CCI,(CCI) Cross Cultural Inquiry
022581,CURR,Curriculum-Modes of Inquiry,EI,(EI) Ethical Inquiry
022581,REG,Registration Considerations,C,Crosslisted in another department
022581,TRIN,A&S Curriculum,HI,(HI) Humanistic Inquiry: A&S Curriculum
022581,USE,Curriculum-Areas of Knowledge,ALP,"(ALP) Arts, Literature & Performance"
